X1 Y1 EntropyDrone1 X2 Y2 EntropyDrone2 X3 Y3 EntropyDrone3 X4 Y4 EntropyDrone4 X5 Y5 EntropyDrone5 X6 Y6 EntropyDrone6 X7 Y7 EntropyDrone7 X8 Y8 EntropyDrone8 X9 Y9 EntropyDrone9 X10 Y10 EntropyDrone10 X11 Y11 EntropyDrone11 X12 Y12 EntropyDrone12 TimeDifference
95.01743223890662 25.010240816511214 4.747382052002488 90.01709324121475 25.00965758319944 4.502141411585368 85.01703200861812 25.00885919854045 4.502138784539528 80.01638155989349 25.008097588084638 4.747360780239681 95.01510626077652 50.00796595681459 3.8366082255720997 90.01478639990091 50.00745694292709 3.5666654124778194 85.01422310620546 50.006750873755664 3.5666661053491264 80.01385586895049 50.006294848397374 3.8365800727242414 95.01276642177254 75.00584401842207 4.747307650657675 90.01291124988347 75.00542437331751 4.502092569083169 85.01235400140285 75.00483213691041 4.502083835647352 80.0115483738482 75.00444730464369 4.7473226469581284 0.39704298973083496
95.06995189934969 25.111136578023434 4.746669494415019 90.07079590857029 25.10879424959421 4.501515836053787 85.07232774049044 25.105643913149834 4.501559932380019 80.07230024039745 25.10255790501833 4.746816188794538 95.06130421161652 50.10507420450449 3.8360123072328607 90.06203069165349 50.1019312441349 3.5661230467493663 85.06253408640623 50.09884684532881 3.566128944532748 80.06296963244677 50.09674755483866 3.8360517278432607 95.05496172979474 75.097012989223 4.746761787088846 90.05678468570113 75.0940818414092 4.501513628903275 85.05704823881388 75.09120395034552 4.501367700498869 80.05629548057914 75.08917891979218 4.746556520361395 0.9064912796020508
95.1043132096529 25.30748900771141 4.74575226983825 90.1082192286849 25.30227980017662 4.500918384242066 85.1133101657033 25.297235429286957 4.5009761719637575 80.11592088639736 25.292236745357513 4.746072752780394 95.08475432544947 50.29725024104118 3.835152378959515 90.08934500813484 50.292297065258026 3.5655366850848367 85.09326300024986 50.287353694438934 3.565590367729201 80.09654837101698 50.28535622358322 3.835343338960353 95.07387522608042 75.28453916311264 4.745910905377821 90.07975777983665 75.27989307045937 4.500897669482724 85.08315099030733 75.2766141295433 4.500674625663616 80.08451947569847 75.27328303456306 4.745802765866846 1.3938064575195312
95.06609014421701 25.615080296993256 4.744954631774845 90.07621543854475 25.609735131263733 4.500229096292812 85.08734486997128 25.604313135147095 4.500030655712193 80.09443832933903 25.60033869743347 4.74467578247201 95.03013585694134 50.597145080566406 3.8338779816845854 90.04144710302353 50.59248661994934 3.5646887294526888 85.05131875351071 50.58741968870163 3.5647649152634013 80.05897194519639 50.5857812166214 3.8342856860117545 95.01257243100554 75.57898187637329 4.744498514430882 90.02510614134371 75.57451915740967 4.4999197670116615 85.03418336808681 75.56995958089828 4.499809513238949 80.03920251876116 75.56824308633804 4.744772051428338 1.990354061126709
94.91688069701195 25.971007764339447 4.742830572282752 89.93506694585085 25.96889293193817 4.498174002218644 84.95280101895332 25.967705011367798 4.497473726280337 79.96649684011936 25.96359944343567 4.741482487898864 94.85790872573853 50.93014657497406 3.831319977785122 89.8762773796916 50.931358993053436 3.5627607450304914 84.8934585377574 50.92935633659363 3.5629470721773027 79.90766328573227 50.92900365591049 3.832064213699036 94.83189649879932 75.89818090200424 4.741489692941373 89.85081946849823 75.89901322126389 4.497711762276718 84.86667220294476 75.89785552024841 4.497868828407503 79.87741220742464 75.8973531126976 4.742839987529637 2.5939555168151855
94.69667452573776 26.35120379924774 4.7400935990329724 89.7242321074009 26.354572415351868 4.495099079137067 84.75005415081978 26.357710361480713 4.493775010587474 79.7706678956747 26.356730461120605 4.736700063596057 94.60499778389931 51.27730178833008 3.827913214716493 89.63363260030746 51.28355371952057 3.5600130634402527 84.65752121806145 51.28884661197662 3.560268804168887 79.67873853445053 51.29340362548828 3.829104909253445 94.56462916731834 76.2249402999878 4.737024913928873 89.59282687306404 76.23043668270111 4.494409797225867 84.61461693048477 76.23682308197021 4.495337012496547 79.63143956661224 76.24126636981964 4.740541541436541 3.176957845687866
94.39559435844421 26.799991011619568 4.736549921379254 89.43472492694855 26.811222076416016 4.491287421577435 84.47191780805588 26.818352580070496 4.488787184839342 79.49957782030106 26.824357390403748 4.730378973571501 94.26089006662369 51.68179738521576 3.823471244321377 89.30067837238312 51.69768822193146 3.5564015476189486 84.33585840463638 51.70893311500549 3.556664141581763 79.36409968137741 51.722530364990234 3.825145871041462 94.20076876878738 76.60217428207397 4.731181842268172 89.2386719584465 76.61680209636688 4.490001239526703 84.26909267902374 76.63150036334991 4.491902167318752 79.2935122847557 76.64310300350189 4.737616421624111 3.814906358718872
94.00611191987991 27.324882745742798 4.732463700204432 89.05752611160278 27.348899602890015 4.486159187714443 84.10695511102676 27.36426067352295 4.482566482637677 79.14626049995422 27.374515056610107 4.722467730523932 93.81527590751648 52.15227437019348 3.8180236750791563 88.86844718456268 52.180947065353394 3.5518594821203395 83.91558742523193 52.20279145240784 3.552326742521359 78.95412814617157 52.225794315338135 3.820555850523185 93.72961282730103 77.03789067268372 4.72383918810522 88.77902030944824 77.06473088264465 4.484659376110748 83.8198047876358 77.09042930603027 4.487679727615084 78.85350859165192 77.11160945892334 4.733993787046767 4.527477264404297
93.5792784690857 27.86177945137024 4.7276325450619145 88.64706230163574 27.89511203765869 4.48044151666556 83.7091075181961 27.919642448425293 4.47534892599467 78.75727045536041 27.939741373062134 4.713497044911293 93.33223760128021 52.625823974609375 3.8119124196169034 88.39919137954712 52.66856265068054 3.546825169534796 83.45660245418549 52.704389810562134 3.5474131073959416 78.50800776481628 52.73550271987915 3.8150935894249836 93.21892845630646 77.47410368919373 4.715690328493472 88.28007435798645 77.51444005966187 4.478693294636936 83.33153998851776 77.5522289276123 4.482943339516756 78.37492334842682 77.58400368690491 4.730071766563428 5.214876413345337
93.13196015357971 28.399112462997437 4.722682606618401 88.21468782424927 28.44480276107788 4.474969636631205 83.28956270217896 28.47913694381714 4.4681043826359765 78.34845423698425 28.50720715522766 4.704369906289736 92.82466769218445 53.09927582740784 3.8056540137719788 87.90334939956665 53.15915393829346 3.5417972438898726 82.97548413276672 53.20538067817688 3.542371819120522 78.03810966014862 53.24738359451294 3.809874091751891 92.68235683441162 77.90855669975281 4.707369966647911 87.75293159484863 77.96528744697571 4.472520479987659 82.81768488883972 78.0138635635376 4.478434730864968 77.87098336219788 78.0569155216217 4.726029706644871 5.8849873542785645
